host_id,host_since,host_location,host_about_tokens,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
37964493,2015-07-09,Singapore,im currently student ntu studying eee would like meet people travel around ive malaysiajohor bahru melaka genting highland pengang thailanddanok chinabeijing hong kong macau shenyang harbin russia moscow saint petersburg vladimir suzdal nizhny novgorod spend 10 days traveling alone russia 4 weeks summer school saint petersburg learn russia speak little russian hosted guest canada hungary malaysia china india philippine indonesia spain south africa vietnam us netherlands germany cyprus uk watch action movies eg fast furious marvels mission impossible die hard etc enjoy good food healthy chef steak salmon pasta soups porridge fried rice cycling jogging swimming free time,2,90,17,2,Jurong East,6,6,"['email', 'phone', 'work_email']",1,1,unknown,6,1,5,0
8948251,2013-09-20,Singapore,rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Chinatown,81,126,"['email', 'phone']",1,1,unknown,81,1,80,0
8948251,2013-09-20,Singapore,rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Chinatown,81,126,"['email', 'phone']",1,1,unknown,81,1,80,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
22595027,2014-10-16,Singapore,,0,0,0,2,Bedok,1,4,"['email', 'phone']",1,1,unknown,1,1,0,0
23336011,2014-11-04,Singapore,hi everyone management team behind heritage collection offer clean wellmaintained accommodation heart singapores central business district experience living lovingly conserved heritage building equipped modern amenities dependable guest experience team comprising guest experience managers housekeepers maintenance technicians try best respond promptly needs first listing choice available dates stay please check many listings send us message enquire also welcome longterm apartment stays business travellers check reviews past guests contact us enquiries strangers friends havent met yet would love host cheers heritage collection,1,99,98,1,Bugis/Kampong Glam,67,67,"['email', 'phone']",1,1,S0448,67,63,4,0
24496358,2014-12-04,Singapore,hello ’ katherine professional living singapore company ezs global offers fully furnished corporate housing solutions expat accommodation singapore located within walking distance kembangan mrt free housekeeping service best choice expats minimum 3 months kc serviced apartment approved sg ura short term minimum 6 nights accommodation 8 mins walk novena mrt free housekeeping service,1,100,92,1,Katong,39,42,"['email', 'phone']",1,1,unknown,39,13,26,0
24496358,2014-12-04,Singapore,hello ’ katherine professional living singapore company ezs global offers fully furnished corporate housing solutions expat accommodation singapore located within walking distance kembangan mrt free housekeeping service best choice expats minimum 3 months kc serviced apartment approved sg ura short term minimum 6 nights accommodation 8 mins walk novena mrt free housekeeping service,1,100,92,1,Katong,39,42,"['email', 'phone']",1,1,unknown,39,13,26,0
24496358,2014-12-04,Singapore,hello ’ katherine professional living singapore company ezs global offers fully furnished corporate housing solutions expat accommodation singapore located within walking distance kembangan mrt free housekeeping service best choice expats minimum 3 months kc serviced apartment approved sg ura short term minimum 6 nights accommodation 8 mins walk novena mrt free housekeeping service,1,100,92,1,Katong,39,42,"['email', 'phone']",1,1,unknown,39,13,26,0
24496358,2014-12-04,Singapore,hello ’ katherine professional living singapore company ezs global offers fully furnished corporate housing solutions expat accommodation singapore located within walking distance kembangan mrt free housekeeping service best choice expats minimum 3 months kc serviced apartment approved sg ura short term minimum 6 nights accommodation 8 mins walk novena mrt free housekeeping service,1,100,92,1,Katong,39,42,"['email', 'phone']",1,1,unknown,39,13,26,0
24496358,2014-12-04,Singapore,hello ’ katherine professional living singapore company ezs global offers fully furnished corporate housing solutions expat accommodation singapore located within walking distance kembangan mrt free housekeeping service best choice expats minimum 3 months kc serviced apartment approved sg ura short term minimum 6 nights accommodation 8 mins walk novena mrt free housekeeping service,1,100,92,1,Katong,39,42,"['email', 'phone']",1,1,unknown,39,13,26,0
24496358,2014-12-04,Singapore,hello ’ katherine professional living singapore company ezs global offers fully furnished corporate housing solutions expat accommodation singapore located within walking distance kembangan mrt free housekeeping service best choice expats minimum 3 months kc serviced apartment approved sg ura short term minimum 6 nights accommodation 8 mins walk novena mrt free housekeeping service,1,100,92,1,Katong,39,42,"['email', 'phone']",1,1,unknown,39,13,26,0
43228625,2015-09-03,Singapore,,0,0,0,2,Bugis/Kampong Glam,10,20,"['email', 'phone']",1,1,unknown,10,0,0,10
43228625,2015-09-03,Singapore,,0,0,0,2,Bugis/Kampong Glam,10,20,"['email', 'phone']",1,1,unknown,10,0,0,10
43228625,2015-09-03,Singapore,,0,0,0,2,Bugis/Kampong Glam,10,20,"['email', 'phone']",1,1,unknown,10,0,0,10
43228625,2015-09-03,Singapore,,0,0,0,2,Bugis/Kampong Glam,10,20,"['email', 'phone']",1,1,unknown,10,0,0,10
28809566,2015-03-05,Singapore,browse portfolio resorts discover makes brand unique take stress travel book resort reservation direct,0,0,0,2,unknown,6,16,"['email', 'phone']",1,1,unknown,6,0,5,1
7210103,2013-07-01,Singapore,serviced residence accommodation singapore superb location unbeatable prices,1,100,100,2,River Valley,6,55,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,6,6,0,0
43228625,2015-09-03,Singapore,,0,0,0,2,Bugis/Kampong Glam,10,20,"['email', 'phone']",1,1,unknown,10,0,0,10
43228625,2015-09-03,Singapore,,0,0,0,2,Bugis/Kampong Glam,10,20,"['email', 'phone']",1,1,unknown,10,0,0,10
44165891,2015-09-14,Singapore,,3,100,0,2,Jurong West,2,2,"['email', 'phone']",1,1,unknown,1,0,1,0
2413412,2012-05-19,Singapore,managing 88 rooms various budgets types sizes across singapore,2,90,100,2,Kallang,103,182,"['email', 'phone']",1,1,unknown,102,2,100,0
45661681,2015-10-03,Singapore,semi retired professional finance sector settled quieter east side enjoy sun sand sea renting dualkey apartments heart financial district also another dualkey duplex shophouse soho another hip apartment city fringe belonging mother lovingly restored beautifully redesigned im quite artistic creative person wanting try new ideas reduce reuse recycle newly coined term upcycle make old things materials new uses aesthetically appealing like old sewing machines base legs dining tables bathroom vanity even old wall redesigned bar counter loads free time hands weekdays 95 show u around lovely country,2,100,0,2,Marina Bay,9,11,"['email', 'phone']",1,1,unknown,9,7,2,0
45661681,2015-10-03,Singapore,semi retired professional finance sector settled quieter east side enjoy sun sand sea renting dualkey apartments heart financial district also another dualkey duplex shophouse soho another hip apartment city fringe belonging mother lovingly restored beautifully redesigned im quite artistic creative person wanting try new ideas reduce reuse recycle newly coined term upcycle make old things materials new uses aesthetically appealing like old sewing machines base legs dining tables bathroom vanity even old wall redesigned bar counter loads free time hands weekdays 95 show u around lovely country,2,100,0,2,Marina Bay,9,11,"['email', 'phone']",1,1,unknown,9,7,2,0
12067440,2014-02-09,Singapore,hi name peggy dads tommy father daughter team running hostel singapore love travelling hosting people world stay us drop singapore enjoy interacting people diverse cultures sharing personal experiences travelling tips simply anything sun,1,100,96,2,Kallang,18,25,"['email', 'phone']",1,1,S0251,13,0,13,0
47682311,2015-10-29,Singapore,kind,0,0,0,2,unknown,4,5,"['email', 'phone']",1,1,unknown,4,0,4,0
46515276,2015-10-14,unknown,,0,0,0,2,Kallang,12,14,['phone'],1,1,unknown,12,0,12,0
46515276,2015-10-14,unknown,,0,0,0,2,Kallang,12,14,['phone'],1,1,unknown,12,0,12,0
46515276,2015-10-14,unknown,,0,0,0,2,Kallang,12,14,['phone'],1,1,unknown,12,0,12,0
46515276,2015-10-14,unknown,,0,0,0,2,Kallang,12,14,['phone'],1,1,S0307,12,0,12,0
46515276,2015-10-14,unknown,,0,0,0,2,Kallang,12,14,['phone'],1,1,unknown,12,0,12,0
46515276,2015-10-14,unknown,,0,0,0,2,Kallang,12,14,['phone'],1,1,unknown,12,0,12,0
48196619,2015-11-04,Singapore,,1,100,0,2,unknown,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
25151260,2014-12-24,Singapore,well traveled easy going investment banker turned entrepreneur singapore service oriented wanting give guests opportunity enjoy best singapore offer,3,100,0,2,Bedok,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
47682311,2015-10-29,Singapore,kind,0,0,0,2,unknown,4,5,"['email', 'phone']",1,1,unknown,4,0,4,0
8948251,2013-09-20,Singapore,rent rooms behalf various owners singapore dont want hassle,3,50,100,2,Chinatown,81,126,"['email', 'phone']",1,1,unknown,81,1,80,0
45955773,2015-10-07,Singapore,working engineer prefer weekends go sailing rock climbing lucky bit travelling,0,0,0,2,unknown,1,4,"['email', 'phone']",1,1,unknown,1,1,0,0
47866620,2015-11-01,Singapore,,0,0,77,1,Kallang,3,3,"['email', 'phone']",1,1,unknown,3,0,3,0
43228625,2015-09-03,Singapore,,0,0,0,2,Bugis/Kampong Glam,10,20,"['email', 'phone']",1,1,unknown,10,0,0,10
49380207,2015-11-18,Singapore,enjoy life fullest,2,100,0,2,Chinatown,10,11,"['email', 'phone']",1,1,unknown,7,0,7,0
31583707,2015-04-20,Singapore,permanent resident pr singapore many years languages spoken english french german beginner russian guest friendly,0,0,0,2,Geylang,2,2,"['email', 'phone']",1,1,unknown,2,1,1,0
28895367,2015-03-07,Singapore,,0,0,0,2,Sengkang,1,1,"['email', 'phone']",1,1,unknown,1,1,0,0
50960671,2015-12-10,Singapore,owners met space pod space hospitality development pte ltd hope good shots property midst covid19 unable accept singaporeanforeigner traveller leisure staycation purpose restriction singapore government,0,0,0,2,Riverside,9,12,"['email', 'phone']",1,1,unknown,9,0,0,9
41234655,2015-08-12,Singapore,family love nature parks like explore new cultures language food overseas high expectation come lodging safety cleanliness hygiene convenience etc welcome like minded guests hope like humble place meet expectations friendly best accommodate guests requirement please hesitate ask doubt lastly salute great hosts considerate guests truly ambassadors countries,0,0,0,2,Bedok,1,3,"['email', 'phone']",1,1,unknown,1,1,0,0
34649530,2015-05-31,Singapore,hi im prim love film overseas camera gear feeling people live country since airbnb hostuntil country limited love experience staying country albeit,0,0,0,2,Novena,5,6,"['email', 'phone']",1,1,unknown,5,1,4,0
51312096,2015-12-14,Singapore,hi name christian expat living singapore living city almost 10 years love everything city food attractions people really hot sometime hey tropical country enjoy sun love travelling spent 6 months backpacking around europe months across different place asia still love travel given work commitment could travel much decided bring world place everyone welcome long enjoy responsibly cheers chris,0,0,0,2,Marine Parade,1,1,"['email', 'phone']",1,1,unknown,1,0,1,0
